Date,A_GH_ft,A_GHTW_ft,A1_D-SP_inches,A2_D-SP_inches,B1_D-SP_inches,B2_D-SP_inches,C_D-MGH_ft,D_D-MGH_ft,E_D-MGH_ft,F_D-MGH_ft,G_MaxRH_%,G_MinRH_%,G_MeanRH_%
2024-04-17,8.4,5.4,0.2,0.1,0.1,0.1,92.8,12.5,6.7,4.0,100.0,80.0,74.2
2024-04-18,8.4,5.4,0.2,0.1,0.1,0.1,92.8,12.5,6.7,4.0,100.0,90.0,74.2
2024-04-19,8.4,5.4,0.2,0.1,0.1,0.1,92.8,12.5,6.7,4.0,100.0,90.0,74.2
2024-04-20,8.4,5.6,0.0,0.0,0.0,0.0,92.8,12.5,6.7,4.0,94.2,42.6,71.8
2024-04-21,8.4,5.6,0.0,0.0,0.0,0.0,92.8,12.5,6.7,4.0,94.2,42.6,71.8
2024-04-22,8.4,5.6,0.0,0.0,0.0,0.0,92.8,12.5,6.7,4.0,94.2,42.6,71.8
2024-04-23,8.4,5.6,0.0,0.0,0.0,0.0,92.8,12.5,6.7,4.0,94.2,42.6,71.8
2024-04-24,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.6,4.0,97.3,40.9,68.8
2024-04-25,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.6,4.0,97.3,40.9,68.8
2024-04-26,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.6,4.0,97.3,40.9,68.8
2024-04-27,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.6,4.0,97.3,40.9,68.8
2024-04-28,8.4,5.7,0.3,0.2,0.2,0.2,92.8,12.5,6.7,4.1,100.0,77.5,92.4
2024-04-29,8.4,5.7,0.3,0.2,0.2,0.2,92.8,12.5,6.7,4.1,100.0,77.5,92.4
2024-04-30,8.4,5.7,0.3,0.2,0.2,0.2,92.8,12.5,6.7,4.1,100.0,77.5,92.4
2024-05-01,8.4,5.7,0.3,0.2,0.2,0.2,92.8,12.5,6.7,4.1,100.0,77.5,92.4
2024-05-02,8.3,5.6,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.2,100.0,56.1,82.5
2024-05-03,8.3,5.6,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.2,100.0,56.1,82.5
2024-05-04,8.3,5.6,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.2,100.0,56.1,82.5
2024-05-05,8.3,5.6,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.2,100.0,56.1,82.5
2024-05-06,8.4,5.2,0.2,0.1,0.2,0.0,92.8,12.6,6.8,4.2,99.9,59.2,83.6
2024-05-07,8.4,5.2,0.2,0.1,0.2,0.0,92.8,12.6,6.8,4.2,99.9,59.2,83.6
2024-05-08,8.4,5.2,0.2,0.1,0.2,0.0,92.8,12.6,6.8,4.2,99.9,59.2,83.6
2024-05-09,8.4,5.2,0.2,0.1,0.2,0.0,92.8,12.6,6.8,4.2,99.9,59.2,83.6
2024-05-10,8.5,5.5,0.8,0.8,1.0,0.9,92.8,12.6,6.9,4.4,100.0,88.1,96.9
2024-05-11,8.5,5.5,0.8,0.8,1.0,0.9,92.8,12.6,6.9,4.4,100.0,88.1,96.9
2024-05-12,8.5,5.5,0.8,0.8,1.0,0.9,92.8,12.6,6.9,4.4,100.0,88.1,96.9
2024-05-13,8.5,5.5,0.8,0.8,1.0,0.9,92.8,12.6,6.9,4.4,100.0,88.1,96.9
2024-05-14,8.5,5.8,0.0,0.0,0.0,0.0,92.9,12.6,6.9,4.4,100.0,55.3,83.9
2024-05-15,8.5,5.8,0.0,0.0,0.0,0.0,92.9,12.6,6.9,4.4,100.0,55.3,83.9
2024-05-16,8.5,5.8,0.0,0.0,0.0,0.0,92.9,12.6,6.9,4.4,100.0,55.3,83.9
2024-05-17,8.5,5.8,0.0,0.0,0.0,0.0,92.9,12.6,6.9,4.4,100.0,55.3,83.9
2024-05-18,8.5,6.0,0.1,0.2,0.1,0.1,92.8,12.6,6.8,4.4,99.3,65.0,85.4
2024-05-19,8.5,6.0,0.1,0.2,0.1,0.1,92.8,12.6,6.8,4.4,99.3,65.0,85.4
2024-05-20,8.5,6.0,0.1,0.2,0.1,0.1,92.8,12.6,6.8,4.4,99.3,65.0,85.4
2024-05-21,8.5,6.0,0.1,0.2,0.1,0.1,92.8,12.6,6.8,4.4,99.3,65.0,85.4
2024-05-22,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.7,62.8,83.3
2024-05-23,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.7,62.8,83.3
2024-05-24,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.7,62.8,83.3
2024-05-25,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.7,62.8,83.3
2024-05-26,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,100.0,53.5,80.8
2024-05-27,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,100.0,53.5,80.8
2024-05-28,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,100.0,53.5,80.8
2024-05-29,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,100.0,53.5,80.8
2024-05-30,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.1,61.0,82.4
2024-05-31,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.1,61.0,82.4
2024-06-01,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.1,61.0,82.4
2024-06-02,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.1,61.0,82.4
2024-06-03,8.4,5.7,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,98.1,47.4,77.6
2024-06-04,8.4,5.7,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,98.1,47.4,77.6
2024-06-05,8.4,5.7,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,98.1,47.4,77.6
2024-06-06,8.4,5.7,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,98.1,47.4,77.6
2024-06-07,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,95.3,49.5,69.8
2024-06-08,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,95.3,49.5,69.8
2024-06-09,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,95.3,49.5,69.8
2024-06-10,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,95.3,49.5,69.8
2024-06-11,8.4,5.1,0.6,0.5,0.5,0.6,92.8,12.6,6.7,4.3,99.7,48.0,77.7
2024-06-12,8.4,5.1,0.6,0.5,0.5,0.6,92.8,12.6,6.7,4.3,99.7,48.0,77.7
2024-06-13,8.4,5.1,0.6,0.5,0.5,0.6,92.8,12.6,6.7,4.3,99.7,48.0,77.7
2024-06-14,8.4,5.1,0.6,0.5,0.5,0.6,92.8,12.6,6.7,4.3,99.7,48.0,77.7
2024-06-15,8.5,6.0,1.0,1.2,1.7,1.1,92.8,12.6,6.7,4.5,98.6,60.5,83.3
2024-06-16,8.5,6.0,1.0,1.2,1.7,1.1,92.8,12.6,6.7,4.5,98.6,60.5,83.3
2024-06-17,8.5,6.0,1.0,1.2,1.7,1.1,92.8,12.6,6.7,4.5,98.6,60.5,83.3
2024-06-18,8.5,6.0,1.0,1.2,1.7,1.1,92.8,12.6,6.7,4.5,98.6,60.5,83.3
2024-06-19,8.5,6.6,0.5,1.2,1.4,1.3,92.8,12.6,6.7,4.5,100.0,63.9,85.9
2024-06-20,8.5,6.6,0.5,1.2,1.4,1.3,92.8,12.6,6.7,4.5,100.0,63.9,85.9
2024-06-21,8.5,6.6,0.5,1.2,1.4,1.3,92.8,12.6,6.7,4.5,100.0,63.9,85.9
2024-06-22,8.5,6.6,0.5,1.2,1.4,1.3,92.8,12.6,6.7,4.5,100.0,63.9,85.9
2024-06-23,8.5,7.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.5,100.0,63.9,85.9
2024-06-24,8.5,7.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.5,95.4,39.2,70.2
2024-06-25,8.5,7.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.5,95.4,39.2,70.2
2024-06-26,8.5,7.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.5,98.6,60.5,83.3
2024-06-27,8.5,7.0,0.0,0.0,0.0,0.0,92.7,12.6,6.6,4.5,100.0,63.9,85.9
2024-06-28,8.5,7.0,0.0,0.0,0.0,0.0,92.7,12.6,6.6,4.5,95.4,39.2,70.2
2024-06-29,8.5,7.0,0.0,0.0,0.0,0.0,92.7,12.6,6.6,4.5,100.0,63.9,85.9
2024-06-30,8.5,7.0,0.0,0.0,0.0,0.0,92.7,12.6,6.6,4.5,98.6,60.5,83.3
2024-07-01,8.4,6.6,0.0,0.0,0.0,0.0,92.7,12.5,6.6,4.4,95.4,39.2,70.2
2024-07-02,8.4,6.6,0.0,0.0,0.0,0.0,92.7,12.5,6.6,4.4,95.4,39.2,70.2
2024-07-03,8.4,6.6,0.0,0.0,0.0,0.0,92.7,12.5,6.6,4.4,95.4,39.2,70.2
2024-07-04,8.4,6.6,0.0,0.0,0.0,0.0,92.7,12.5,6.6,4.4,95.4,39.2,70.2
2024-07-05,8.4,6.0,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.4,100.0,63.9,85.9
2024-07-06,8.4,6.0,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.4,99.3,58.7,82.5
2024-07-07,8.4,6.0,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.4,98.6,60.5,83.3
2024-07-08,8.4,6.0,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.4,99.3,58.7,82.5
2024-07-09,8.4,5.5,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,99.3,58.7,82.5
2024-07-10,8.4,5.5,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,98.6,60.5,83.3
2024-07-11,8.4,5.5,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,95.4,39.2,70.2
2024-07-12,8.4,5.5,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,89.8,44.8,74.6
2024-07-13,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,98.6,60.5,83.3
2024-07-14,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,99.3,58.7,82.5
2024-07-15,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,99.3,58.7,82.5
2024-07-16,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,100.0,63.9,85.9
2024-07-17,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,99.3,58.7,82.5
2024-07-18,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,99.3,58.7,82.5
2024-07-19,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,99.3,58.7,82.5
2024-07-20,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,99.3,58.7,82.5
2024-07-21,8.4,5.2,0.1,0.0,0.1,0.1,92.7,12.5,6.5,4.4,98.6,60.5,83.3
2024-07-22,8.4,5.2,0.1,0.0,0.1,0.1,92.7,12.5,6.5,4.4,89.8,44.8,74.6
2024-07-23,8.4,5.2,0.1,0.0,0.1,0.1,92.7,12.5,6.5,4.4,99.3,58.7,82.5
2024-07-24,8.4,5.2,0.1,0.0,0.1,0.1,92.7,12.5,6.5,4.4,99.3,58.7,82.5
2024-07-25,8.4,5.2,0.0,0.0,0.0,0.0,92.7,12.5,6.4,4.4,99.3,58.7,82.5
2024-07-26,8.4,5.2,0.0,0.0,0.0,0.0,92.7,12.5,6.4,4.4,99.3,58.7,82.5
2024-07-27,8.4,5.2,0.0,0.0,0.0,0.0,92.7,12.5,6.4,4.4,99.3,58.7,82.5
2024-07-28,8.4,5.2,0.0,0.0,0.0,0.0,92.7,12.5,6.4,4.4,100.0,63.9,85.9
2024-07-29,8.4,5.1,0.0,0.0,0.0,0.0,92.7,12.4,6.4,4.4,96.0,70.9,84.6
2024-07-30,8.4,5.1,0.0,0.0,0.0,0.0,92.7,12.4,6.4,4.4,100.0,63.9,85.9
2024-07-31,8.4,5.1,0.0,0.0,0.0,0.0,92.7,12.4,6.4,4.4,99.3,58.7,82.5
2024-08-01,8.4,5.1,0.0,0.0,0.0,0.0,92.7,12.4,6.4,4.4,100.0,63.9,85.9
2024-08-02,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.3,93.8,31.3,57.5
2024-08-03,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.3,98.6,60.5,83.3
2024-08-04,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.3,96.0,70.9,84.6
2024-08-05,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.3,93.8,31.3,57.5
2024-08-06,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.2,96.0,70.9,84.6
2024-08-07,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.2,96.0,70.9,84.6
2024-08-08,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.2,98.6,60.5,83.3
2024-08-09,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.2,89.8,44.8,74.6
2024-08-10,8.4,5.1,0.1,0.1,1.1,1.1,92.6,12.4,6.4,4.2,95.4,39.2,70.2
2024-08-11,8.4,5.1,0.1,0.1,1.1,1.1,92.6,12.4,6.4,4.2,94.7,43.7,73.6
2024-08-12,8.4,5.1,0.1,0.1,1.1,1.1,92.6,12.4,6.4,4.2,95.4,39.2,70.2
2024-08-13,8.4,5.1,0.1,0.1,1.1,1.1,92.6,12.4,6.4,4.2,98.6,60.5,83.3
2024-08-14,8.4,5.2,0.0,0.2,0.3,0.2,92.6,12.4,6.4,4.2,95.4,39.2,70.2
2024-08-15,8.4,5.2,0.0,0.2,0.3,0.2,92.6,12.4,6.4,4.2,93.8,31.3,57.5
2024-08-16,8.4,5.2,0.0,0.2,0.3,0.2,92.6,12.4,6.4,4.2,93.8,31.3,57.5
2024-08-17,8.4,5.2,0.0,0.2,0.3,0.2,92.6,12.4,6.4,4.2,95.4,39.2,70.2
2024-08-18,8.4,5.2,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.1,89.8,44.8,74.6
2024-08-19,8.4,5.2,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.1,98.6,60.5,83.3
2024-08-20,8.4,5.2,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.1,98.6,60.5,83.3
2024-08-21,8.4,5.2,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.1,93.8,31.3,57.5
2024-08-22,8.4,5.0,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.0,100.0,63.9,85.9
2024-08-23,8.4,5.0,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.0,98.6,60.5,83.3
2024-08-24,8.4,5.0,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.0,89.8,44.8,74.6
2024-08-25,8.4,5.0,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.0,89.8,44.8,74.6
2024-08-26,8.4,5.0,1.5,0.8,0.4,0.1,92.6,12.4,6.4,4.0,100.0,63.9,85.9
2024-08-27,8.4,5.0,1.5,0.8,0.4,0.1,92.6,12.4,6.4,4.0,98.6,60.5,83.3
2024-08-28,8.4,5.0,1.5,0.8,0.4,0.1,92.6,12.4,6.4,4.0,89.8,44.8,74.6
